,OrderNumber,OrderDate,ItemName,Quantity,ProductPrice,TotalProducts
2807,8089,06/01/2018 18:46,Plain Papadum,5,5,9
2808,8062,05/01/2018 17:43,Plain Papadum,2,2,9
2809,8060,05/01/2018 17:35,Plain Papadum,5,5,10
2810,8053,04/01/2018 21:04,Spicy Papadum,2,2,6
2811,8034,02/01/2018 17:42,Plain Papadum,2,2,10
2812,8013,31/12/2017 20:38,Spicy Papadum,2,2,9
2813,8007,31/12/2017 19:58,Plain Papadum,6,6,8
2814,7981,30/12/2017 18:26,Plain Papadum,3,3,4
2815,7968,29/12/2017 18:54,Plain Papadum,3,3,8
2816,7966,29/12/2017 18:24,Plain Papadum,4,4,11
2817,7957,29/12/2017 15:35,Plain Papadum,5,5,8
2818,7946,27/12/2017 20:54,Plain Papadum,4,4,5
2819,7939,26/12/2017 19:16,Plain Papadum,3,3,9
2820,7928,24/12/2017 21:58,Plain Papadum,1,1,10
2821,7922,24/12/2017 18:40,Plain Papadum,6,6,9
2822,7916,24/12/2017 17:34,Plain Papadum,5,5,8
2823,7905,23/12/2017 17:54,Plain Papadum,3,3,7
2824,7892,22/12/2017 19:23,Spicy Papadum,1,1,7
2825,7886,22/12/2017 16:58,Plain Papadum,2,2,9
2826,7884,21/12/2017 21:02,Plain Papadum,2,2,5
2827,7863,20/12/2017 18:34,Plain Papadum,8,8,11
2828,7858,20/12/2017 16:38,Plain Papadum,4,4,12
2829,7843,18/12/2017 19:14,Plain Papadum,8,8,16
2830,7823,17/12/2017 18:06,Plain Papadum,2,2,8
2831,7812,16/12/2017 21:21,Plain Papadum,1,1,7
2832,7810,16/12/2017 20:38,Plain Papadum,2,2,8
2833,7806,16/12/2017 19:49,Plain Papadum,6,6,4
2834,7796,16/12/2017 17:43,Plain Papadum,6,6,8
2835,7762,13/12/2017 17:33,Plain Papadum,4,4,7
2836,7758,12/12/2017 22:19,Plain Papadum,1,1,5
2837,7757,12/12/2017 20:29,Plain Papadum,1,1,6
2838,7756,12/12/2017 19:23,Plain Papadum,6,6,5
2839,7749,11/12/2017 19:54,Plain Papadum,2,2,5
2840,7748,11/12/2017 19:38,Plain Papadum,2,2,11
2841,7734,10/12/2017 16:57,Plain Papadum,2,2,8
2842,7727,09/12/2017 20:59,Plain Papadum,2,2,6
2843,7712,09/12/2017 18:23,Spicy Papadum,1,1,4
2844,7692,08/12/2017 19:09,Plain Papadum,6,6,14
2845,7687,08/12/2017 18:45,Plain Papadum,3,3,8
2846,7675,08/12/2017 17:38,Plain Papadum,2,2,6
2847,7666,07/12/2017 19:30,Plain Papadum,6,6,5
2848,7650,05/12/2017 17:23,Plain Papadum,2,2,6
2849,7623,03/12/2017 17:11,Plain Papadum,1,1,10
2850,7620,03/12/2017 14:22,Plain Papadum,5,5,7
2851,7614,02/12/2017 20:37,Plain Papadum,1,1,7
2852,7612,02/12/2017 19:25,Spicy Papadum,2,2,14
2853,7572,29/11/2017 16:37,Plain Papadum,2,2,6
2854,7551,26/11/2017 13:14,Plain Papadum,3,3,5
2855,7536,25/11/2017 18:52,Plain Papadum,3,3,7
2856,7531,25/11/2017 18:39,Plain Papadum,4,4,5
2857,7524,25/11/2017 16:52,Plain Papadum,3,3,11
2858,7518,24/11/2017 20:26,Spicy Papadum,1,1,11
2859,7491,22/11/2017 19:36,Spicy Papadum,1,1,7
2860,7395,14/11/2017 20:17,Spicy Papadum,1,1,6
2861,7383,13/11/2017 18:17,Plain Papadum,3,3,6
2862,7369,11/11/2017 19:40,Plain Papadum,2,2,8
2863,7355,11/11/2017 18:03,Plain Papadum,1,1,4
2864,7346,10/11/2017 20:04,Plain Papadum,1,1,9
2865,7345,10/11/2017 19:42,Plain Papadum,2,2,7
2866,7342,10/11/2017 18:21,Plain Papadum,3,3,7
2867,7337,10/11/2017 18:02,Plain Papadum,4,4,12
2868,7287,04/11/2017 18:09,Plain Papadum,2,2,7
2869,7282,03/11/2017 22:21,Plain Papadum,7,7,9
2870,7276,03/11/2017 19:20,Plain Papadum,4,4,7
2871,7268,03/11/2017 18:19,Spicy Papadum,2,2,6
2872,7255,01/11/2017 18:23,Plain Papadum,6,6,8
2873,7250,31/10/2017 21:35,Plain Papadum,2,2,5
2874,7249,31/10/2017 21:32,Plain Papadum,1,1,6
2875,7223,28/10/2017 20:40,Plain Papadum,6,6,6
2876,7215,28/10/2017 18:41,Plain Papadum,4,4,8
2877,7213,28/10/2017 17:56,Plain Papadum,2,2,9
2878,7183,26/10/2017 18:46,Plain Papadum,10,10,7
2879,7153,21/10/2017 19:34,Plain Papadum,3,3,8
2880,7132,20/10/2017 18:22,Plain Papadum,4,4,10
2881,7126,19/10/2017 18:11,Plain Papadum,4,4,5
2882,7101,15/10/2017 17:23,Spicy Papadum,1,1,10
2883,7088,14/10/2017 19:02,Plain Papadum,2,2,12
2884,7085,14/10/2017 18:37,Plain Papadum,2,2,7
2885,7066,13/10/2017 20:00,Plain Papadum,1,1,7
2886,7064,13/10/2017 19:42,Plain Papadum,4,4,6
2887,7059,13/10/2017 19:18,Plain Papadum,4,4,7
2888,7057,13/10/2017 18:57,Plain Papadum,1,1,10
2889,7054,13/10/2017 18:34,Plain Papadum,5,5,13
2890,7053,13/10/2017 18:29,Plain Papadum,8,8,8
2891,7047,13/10/2017 13:16,Plain Papadum,4,4,6
2892,7043,12/10/2017 18:20,Plain Papadum,4,4,9
2893,7042,12/10/2017 18:21,Plain Papadum,3,3,5
2894,7031,11/10/2017 18:42,Plain Papadum,2,2,12
2895,7028,10/10/2017 20:09,Spicy Papadum,1,1,6
2896,7012,09/10/2017 17:55,Plain Papadum,3,3,9
2897,7010,09/10/2017 17:11,Plain Papadum,4,4,13
2898,7003,08/10/2017 18:51,Plain Papadum,6,6,7
2899,6991,07/10/2017 21:24,Plain Papadum,1,1,8
2900,6988,07/10/2017 19:06,Plain Papadum,2,2,6
2901,6984,07/10/2017 18:45,Plain Papadum,3,3,8
2902,6949,04/10/2017 18:27,Plain Papadum,4,4,9
2903,6940,03/10/2017 18:11,Plain Papadum,3,3,9
2904,6920,01/10/2017 17:27,Plain Papadum,3,3,7
2905,6912,30/09/2017 18:30,Spicy Papadum,2,2,10
2906,6906,30/09/2017 15:44,Plain Papadum,1,1,6
2907,6893,29/09/2017 18:49,Plain Papadum,4,4,9
2908,6890,29/09/2017 18:16,Spicy Papadum,1,1,10
2909,6883,28/09/2017 20:07,Plain Papadum,4,4,7
2910,6880,28/09/2017 19:06,Spicy Papadum,1,1,8
2911,6865,27/09/2017 11:12,Spicy Papadum,2,2,21
2912,6861,26/09/2017 20:30,Plain Papadum,3,3,11
2913,6829,23/09/2017 19:30,Plain Papadum,10,10,13
2914,6828,23/09/2017 19:23,Plain Papadum,6,6,7
2915,6827,23/09/2017 19:19,Plain Papadum,4,4,8
2916,6827,23/09/2017 19:19,Spicy Papadum,4,4,8
2917,6826,23/09/2017 19:14,Spicy Papadum,4,4,8
2918,6818,23/09/2017 17:44,Plain Papadum,1,1,5
2919,6812,22/09/2017 19:57,Plain Papadum,2,2,8
2920,6809,22/09/2017 19:30,Plain Papadum,4,4,8
2921,6799,22/09/2017 17:44,Spicy Papadum,2,2,11
2922,6798,22/09/2017 14:07,Plain Papadum,1,1,6
2923,6761,17/09/2017 18:39,Spicy Papadum,1,1,10
2924,6750,16/09/2017 18:26,Plain Papadum,4,4,10
2925,6747,16/09/2017 18:17,Plain Papadum,2,2,9
2926,6729,15/09/2017 18:48,Plain Papadum,9,9,21
2927,6702,13/09/2017 16:57,Plain Papadum,3,3,6
2928,6683,09/09/2017 20:12,Plain Papadum,2,2,10
2929,6681,09/09/2017 19:59,Plain Papadum,3,3,7
2930,6678,09/09/2017 19:36,Plain Papadum,2,2,6
2931,6661,08/09/2017 20:04,Spicy Papadum,2,2,6
2932,6649,08/09/2017 17:49,Plain Papadum,2,2,8
2933,6609,03/09/2017 17:19,Plain Papadum,1,1,7
2934,6606,03/09/2017 16:26,Plain Papadum,4,4,10
2935,6603,02/09/2017 21:06,Plain Papadum,1,1,6
2936,6573,01/09/2017 16:00,Spicy Papadum,2,2,7
2937,6547,28/08/2017 21:16,Plain Papadum,1,1,6
2938,6543,28/08/2017 20:05,Plain Papadum,1,1,4
2939,6541,28/08/2017 19:24,Plain Papadum,4,4,6
2940,6511,26/08/2017 18:57,Plain Papadum,4,4,12
2941,6500,25/08/2017 20:19,Plain Papadum,2,2,7
2942,6496,25/08/2017 18:42,Plain Papadum,3,3,8
2943,6483,24/08/2017 19:09,Spicy Papadum,1,1,7
2944,6472,23/08/2017 17:09,Plain Papadum,4,4,8
2945,6461,22/08/2017 15:45,Plain Papadum,4,4,6
2946,6450,20/08/2017 18:29,Plain Papadum,6,6,10
2947,6429,19/08/2017 18:08,Spicy Papadum,2,2,9
2948,6420,18/08/2017 19:12,Plain Papadum,3,3,7
2949,6404,17/08/2017 20:51,Spicy Papadum,2,2,8
2950,6393,16/08/2017 20:43,Plain Papadum,2,2,5
2951,6349,12/08/2017 16:32,Spicy Papadum,2,2,8
2952,6349,12/08/2017 16:32,Plain Papadum,2,2,8
2953,6348,12/08/2017 16:22,Spicy Papadum,2,2,8
2954,6341,11/08/2017 19:06,Plain Papadum,2,2,13
2955,6339,11/08/2017 18:42,Plain Papadum,2,2,5
2956,6338,11/08/2017 18:36,Plain Papadum,2,2,8
2957,6333,10/08/2017 18:39,Plain Papadum,4,4,7
2958,6329,09/08/2017 20:31,Plain Papadum,2,2,6
2959,6284,05/08/2017 18:19,Plain Papadum,3,3,9
2960,6275,04/08/2017 20:00,Plain Papadum,3,3,8
2961,6266,04/08/2017 17:44,Plain Papadum,4,4,12
2962,6241,01/08/2017 17:58,Plain Papadum,2,2,6
2963,6239,31/07/2017 18:32,Plain Papadum,3,3,6
2964,6180,27/07/2017 17:29,Plain Papadum,3,3,11
2965,6179,26/07/2017 21:04,Plain Papadum,3,3,10
2966,6172,25/07/2017 19:32,Plain Papadum,2,2,9
2967,6171,25/07/2017 18:18,Plain Papadum,7,7,9
2968,6152,22/07/2017 21:06,Spicy Papadum,2,2,5
2969,6151,22/07/2017 21:00,Plain Papadum,4,4,7
2970,6133,21/07/2017 20:33,Plain Papadum,2,2,7
2971,6129,21/07/2017 19:48,Plain Papadum,2,2,9
2972,6113,20/07/2017 19:49,Plain Papadum,4,4,6
2973,6109,19/07/2017 20:13,Plain Papadum,2,2,5
2974,6067,15/07/2017 21:32,Plain Papadum,3,3,8
2975,6066,15/07/2017 21:28,Plain Papadum,3,3,8
2976,6046,14/07/2017 20:27,Plain Papadum,4,4,8
2977,6033,14/07/2017 18:05,Plain Papadum,1,1,8
2978,6022,13/07/2017 18:03,Plain Papadum,2,2,8
2979,6016,12/07/2017 17:51,Plain Papadum,4,4,8
2980,6007,11/07/2017 12:55,Plain Papadum,1,1,6
2981,5974,08/07/2017 20:25,Plain Papadum,2,2,6
2982,5967,08/07/2017 19:29,Plain Papadum,3,3,4
2983,5955,07/07/2017 17:58,Plain Papadum,3,3,11
2984,5949,06/07/2017 20:05,Spicy Papadum,1,1,15
2985,5947,06/07/2017 19:37,Plain Papadum,5,5,9
2986,5943,06/07/2017 18:57,Plain Papadum,1,1,6
2987,5934,04/07/2017 21:49,Spicy Papadum,1,1,4
2988,5929,04/07/2017 18:46,Plain Papadum,4,4,7
2989,5924,04/07/2017 17:51,Plain Papadum,3,3,9
2990,5918,03/07/2017 20:39,Plain Papadum,3,3,13
2991,5915,03/07/2017 18:56,Plain Papadum,4,4,6
2992,5907,02/07/2017 19:46,Plain Papadum,2,2,6
2993,5898,01/07/2017 21:57,Plain Papadum,3,3,5
2994,5886,01/07/2017 18:10,Plain Papadum,4,4,11
2995,5869,30/06/2017 18:14,Plain Papadum,3,3,6
2996,5863,29/06/2017 20:24,Plain Papadum,2,2,7
2997,5852,28/06/2017 12:45,Plain Papadum,3,3,5
2998,5825,25/06/2017 19:59,Plain Papadum,3,3,11
2999,5818,25/06/2017 16:09,Plain Papadum,3,3,10
3000,5804,24/06/2017 17:47,Plain Papadum,3,3,13
3001,5804,24/06/2017 17:47,Spicy Papadum,3,3,13
3002,5803,24/06/2017 17:41,Plain Papadum,3,3,4
3003,5798,23/06/2017 20:42,Plain Papadum,2,2,10
3004,5786,23/06/2017 18:43,Plain Papadum,3,3,11
3005,5782,23/06/2017 18:46,Plain Papadum,10,10,9
3006,5774,22/06/2017 21:36,Spicy Papadum,2,2,7
3007,5768,21/06/2017 18:52,Plain Papadum,4,4,4
3008,5765,20/06/2017 19:36,Plain Papadum,2,2,5
3009,5756,19/06/2017 19:25,Spicy Papadum,1,1,9
3010,5752,18/06/2017 19:37,Plain Papadum,2,2,7
3011,5748,18/06/2017 18:24,Plain Papadum,1,1,4
3012,5736,17/06/2017 18:26,Plain Papadum,8,8,8
3013,5729,16/06/2017 19:04,Plain Papadum,5,5,15
3014,5719,14/06/2017 21:48,Plain Papadum,2,2,6
3015,5708,13/06/2017 19:21,Plain Papadum,1,1,6
3016,5686,10/06/2017 22:39,Plain Papadum,4,4,9
3017,5655,07/06/2017 18:35,Plain Papadum,6,6,4
3018,5620,04/06/2017 13:48,Plain Papadum,3,3,7
3019,5614,03/06/2017 20:10,Plain Papadum,4,4,7
3020,5609,03/06/2017 18:55,Plain Papadum,3,3,8
3021,5608,03/06/2017 18:27,Plain Papadum,2,2,8
3022,5605,03/06/2017 17:53,Plain Papadum,2,2,5
3023,5585,01/06/2017 20:04,Plain Papadum,8,8,6
3024,5558,29/05/2017 18:24,Plain Papadum,3,3,10
3025,5546,28/05/2017 18:32,Plain Papadum,2,2,5
3026,5534,27/05/2017 17:57,Plain Papadum,4,4,7
3027,5527,26/05/2017 20:54,Plain Papadum,2,2,5
3028,5523,26/05/2017 19:13,Plain Papadum,3,3,6
3029,5521,26/05/2017 18:38,Plain Papadum,6,6,13
3030,5517,26/05/2017 16:49,Plain Papadum,3,3,6
3031,5510,25/05/2017 18:50,Plain Papadum,5,5,8
3032,5457,18/05/2017 19:34,Spicy Papadum,1,1,7
3033,5426,14/05/2017 17:24,Plain Papadum,3,3,4
3034,5425,14/05/2017 15:44,Plain Papadum,6,6,16
3035,5406,12/05/2017 19:36,Plain Papadum,2,2,4
3036,5405,12/05/2017 19:16,Plain Papadum,2,2,6
3037,5384,10/05/2017 18:06,Plain Papadum,2,2,4
3038,5377,08/05/2017 21:38,Plain Papadum,2,2,9
3039,5370,08/05/2017 17:52,Plain Papadum,5,5,9
3040,5363,07/05/2017 19:15,Spicy Papadum,1,1,6
3041,5360,07/05/2017 18:04,Plain Papadum,4,4,8
3042,5358,07/05/2017 17:29,Plain Papadum,1,1,8
3043,5346,06/05/2017 18:52,Plain Papadum,4,4,6
3044,5321,05/05/2017 17:16,Plain Papadum,3,3,6
3045,5284,29/04/2017 20:56,Plain Papadum,2,2,6
3046,5278,29/04/2017 18:36,Plain Papadum,2,2,7
3047,5267,29/04/2017 17:06,Plain Papadum,3,3,7
3048,5258,28/04/2017 19:19,Plain Papadum,3,3,9
3049,5242,27/04/2017 20:29,Plain Papadum,2,2,11
3050,5241,27/04/2017 20:18,Plain Papadum,2,2,5
3051,5212,24/04/2017 19:04,Plain Papadum,7,7,8
3052,5211,24/04/2017 18:47,Plain Papadum,4,4,6
3053,5200,22/04/2017 21:39,Plain Papadum,4,4,14
3054,5197,22/04/2017 21:11,Plain Papadum,3,3,7
3055,5192,22/04/2017 19:28,Plain Papadum,2,2,5
3056,5190,22/04/2017 19:16,Plain Papadum,2,2,9
3057,5182,22/04/2017 17:38,Plain Papadum,3,3,9
3058,5182,22/04/2017 17:38,Spicy Papadum,3,3,9
3059,5181,22/04/2017 17:30,Plain Papadum,2,2,6
3060,5179,22/04/2017 17:10,Plain Papadum,1,1,5
3061,5169,21/04/2017 18:21,Plain Papadum,3,3,7
3062,5168,21/04/2017 18:16,Plain Papadum,3,3,7
3063,5160,20/04/2017 19:37,Plain Papadum,2,2,8
3064,5157,20/04/2017 18:09,Plain Papadum,3,3,8
3065,5106,15/04/2017 18:58,Plain Papadum,4,4,8
3066,5099,15/04/2017 17:45,Spicy Papadum,3,3,14
3067,5090,14/04/2017 19:13,Spicy Papadum,2,2,4
3068,5080,13/04/2017 21:57,Plain Papadum,6,6,5
3069,5077,13/04/2017 19:46,Plain Papadum,4,4,13
3070,5076,13/04/2017 19:18,Plain Papadum,4,4,8
3071,5063,12/04/2017 18:12,Plain Papadum,3,3,7
3072,5045,09/04/2017 19:49,Plain Papadum,3,3,5
3073,5043,09/04/2017 19:23,Plain Papadum,2,2,6
3074,5041,09/04/2017 18:46,Spicy Papadum,2,2,6
3075,5038,09/04/2017 18:20,Plain Papadum,4,4,8
3076,5030,08/04/2017 20:27,Plain Papadum,1,1,6
3077,5026,08/04/2017 19:10,Plain Papadum,2,2,7
3078,5022,08/04/2017 18:11,Plain Papadum,6,6,14
3079,5012,07/04/2017 19:14,Plain Papadum,4,4,8
3080,4991,05/04/2017 17:17,Plain Papadum,2,2,13
3081,4980,03/04/2017 18:03,Plain Papadum,4,4,9
3082,4961,01/04/2017 19:52,Plain Papadum,4,4,5
3083,4946,01/04/2017 16:44,Plain Papadum,1,1,7
3084,4941,31/03/2017 19:56,Plain Papadum,2,2,6
3085,4931,31/03/2017 18:19,Plain Papadum,3,3,5
3086,4921,30/03/2017 19:00,Plain Papadum,4,4,4
3087,4913,29/03/2017 17:56,Plain Papadum,3,3,7
3088,4893,26/03/2017 18:25,Plain Papadum,4,4,12
3089,4891,26/03/2017 18:14,Plain Papadum,1,1,6
3090,4890,26/03/2017 17:40,Spicy Papadum,1,1,12
3091,4877,25/03/2017 18:13,Plain Papadum,1,1,5
3092,4869,24/03/2017 20:09,Plain Papadum,1,1,5
3093,4856,24/03/2017 18:36,Plain Papadum,1,1,6
3094,4835,20/03/2017 19:03,Plain Papadum,5,5,7
3095,4826,19/03/2017 19:03,Plain Papadum,2,2,8
3096,4819,18/03/2017 19:07,Plain Papadum,3,3,4
3097,4813,18/03/2017 17:37,Plain Papadum,5,5,8
3098,4806,17/03/2017 21:36,Plain Papadum,1,1,5
3099,4803,17/03/2017 19:53,Plain Papadum,8,8,9
3100,4799,17/03/2017 19:35,Plain Papadum,3,3,7
3101,4790,17/03/2017 18:13,Plain Papadum,5,5,7
3102,4785,16/03/2017 18:18,Plain Papadum,5,5,6
3103,4779,15/03/2017 22:20,Plain Papadum,2,2,6
3104,4774,15/03/2017 18:41,Plain Papadum,2,2,4
3105,4764,13/03/2017 18:46,Plain Papadum,2,2,9
3106,4747,11/03/2017 18:18,Plain Papadum,3,3,7
3107,4733,10/03/2017 18:19,Plain Papadum,2,2,4
3108,4723,08/03/2017 18:37,Plain Papadum,2,2,6
3109,4719,07/03/2017 17:38,Plain Papadum,3,3,8
3110,4718,07/03/2017 17:36,Plain Papadum,3,3,5
3111,4713,05/03/2017 19:04,Plain Papadum,1,1,6
3112,4710,05/03/2017 18:04,Plain Papadum,5,5,6
3113,4704,04/03/2017 20:22,Plain Papadum,3,3,8
3114,4689,03/03/2017 18:19,Plain Papadum,1,1,6
3115,4685,02/03/2017 21:17,Plain Papadum,1,1,8
3116,4682,02/03/2017 19:12,Plain Papadum,3,3,10
3117,4679,01/03/2017 21:40,Plain Papadum,2,2,6
3118,4676,01/03/2017 18:38,Plain Papadum,7,7,3
3119,4650,25/02/2017 17:32,Plain Papadum,1,1,5
3120,4647,25/02/2017 12:34,Plain Papadum,3,3,8
3121,4644,24/02/2017 21:33,Spicy Papadum,1,1,6
3122,4620,21/02/2017 18:58,Plain Papadum,1,1,6
3123,4618,21/02/2017 17:55,Plain Papadum,3,3,7
3124,4610,19/02/2017 18:01,Plain Papadum,4,4,6
3125,4603,18/02/2017 18:49,Plain Papadum,4,4,13
3126,4602,18/02/2017 18:47,Plain Papadum,3,3,10
3127,4593,18/02/2017 11:53,Spicy Papadum,3,3,14
3128,4563,15/02/2017 19:20,Plain Papadum,2,2,6
3129,4562,15/02/2017 16:53,Spicy Papadum,3,3,5
3130,4546,14/02/2017 13:24,Plain Papadum,1,1,7
3131,4510,10/02/2017 18:08,Plain Papadum,2,2,8
3132,4504,09/02/2017 18:54,Plain Papadum,2,2,12
3133,4502,09/02/2017 18:09,Plain Papadum,4,4,4
3134,4474,04/02/2017 21:05,Plain Papadum,2,2,6
3135,4469,04/02/2017 19:15,Plain Papadum,3,3,5
3136,4468,04/02/2017 19:01,Plain Papadum,3,3,7
3137,4467,04/02/2017 18:41,Plain Papadum,1,1,4
3138,4464,04/02/2017 18:12,Plain Papadum,6,6,8
3139,4432,31/01/2017 17:49,Plain Papadum,1,1,4
3140,4431,31/01/2017 17:47,Plain Papadum,6,6,8
3141,4396,27/01/2017 19:21,Plain Papadum,3,3,10
3142,4386,27/01/2017 18:26,Plain Papadum,6,6,13
3143,4357,24/01/2017 17:21,Plain Papadum,4,4,7
3144,4353,23/01/2017 19:51,Plain Papadum,2,2,8
3145,4351,23/01/2017 19:12,Plain Papadum,1,1,7
3146,4348,23/01/2017 17:52,Plain Papadum,2,2,6
3147,4331,21/01/2017 17:51,Plain Papadum,4,4,6
3148,4321,20/01/2017 17:52,Plain Papadum,4,4,9
3149,4311,19/01/2017 18:14,Plain Papadum,3,3,6
3150,4304,18/01/2017 19:08,Plain Papadum,1,1,2
3151,4300,18/01/2017 17:39,Plain Papadum,3,3,7
3152,4281,14/01/2017 20:03,Plain Papadum,4,4,10
3153,4279,14/01/2017 19:15,Plain Papadum,4,4,19
3154,4278,14/01/2017 19:01,Plain Papadum,5,5,11
3155,4260,12/01/2017 18:47,Plain Papadum,1,1,5
3156,4259,12/01/2017 18:22,Plain Papadum,2,2,9
3157,4252,11/01/2017 18:13,Plain Papadum,2,2,7
3158,4224,07/01/2017 18:28,Plain Papadum,2,2,6
3159,4206,06/01/2017 18:43,Plain Papadum,1,1,6
3160,4193,04/01/2017 19:59,Plain Papadum,7,7,9
3161,4150,31/12/2016 20:26,Plain Papadum,3,3,11
3162,4149,31/12/2016 20:26,Plain Papadum,6,6,9
3163,4140,31/12/2016 18:33,Plain Papadum,1,1,8
3164,4131,31/12/2016 17:32,Plain Papadum,4,4,5
3165,4123,30/12/2016 17:56,Plain Papadum,1,1,8
3166,4106,28/12/2016 17:03,Plain Papadum,2,2,4
3167,4101,27/12/2016 19:22,Plain Papadum,1,1,8
3168,4098,27/12/2016 18:02,Plain Papadum,3,3,9
3169,4091,26/12/2016 17:59,Spicy Papadum,3,3,13
3170,4081,24/12/2016 16:10,Plain Papadum,4,4,6
3171,4071,23/12/2016 19:56,Plain Papadum,1,1,6
3172,4064,23/12/2016 18:01,Plain Papadum,4,4,6
3173,4053,21/12/2016 22:20,Plain Papadum,5,5,5
3174,4041,20/12/2016 18:28,Plain Papadum,4,4,8
3175,4037,20/12/2016 18:11,Plain Papadum,2,2,6
3176,4032,19/12/2016 18:38,Plain Papadum,2,2,7
3177,4029,18/12/2016 19:06,Plain Papadum,2,2,4
3178,4028,18/12/2016 19:04,Plain Papadum,4,4,6
3179,4026,18/12/2016 18:03,Plain Papadum,6,6,8
3180,4025,18/12/2016 17:50,Plain Papadum,3,3,5
3181,4020,18/12/2016 11:40,Spicy Papadum,2,2,6
3182,4019,17/12/2016 22:45,Plain Papadum,1,1,6
3183,4001,17/12/2016 14:51,Plain Papadum,4,4,9
3184,3997,16/12/2016 19:23,Spicy Papadum,2,2,7
3185,3994,16/12/2016 18:59,Plain Papadum,5,5,8
3186,3980,15/12/2016 18:17,Plain Papadum,4,4,9
3187,3977,15/12/2016 12:04,Plain Papadum,3,3,10
3188,3976,15/12/2016 08:35,Plain Papadum,6,6,35
3189,3971,13/12/2016 17:55,Plain Papadum,10,10,8
3190,3966,12/12/2016 19:22,Spicy Papadum,1,1,16
3191,3956,10/12/2016 20:28,Plain Papadum,2,2,6
3192,3955,10/12/2016 20:09,Plain Papadum,4,4,6
3193,3946,10/12/2016 18:37,Plain Papadum,3,3,8
3194,3935,09/12/2016 19:51,Plain Papadum,3,3,6
3195,3924,09/12/2016 16:58,Plain Papadum,4,4,9
3196,3913,06/12/2016 20:07,Plain Papadum,3,3,6
3197,3904,04/12/2016 21:29,Plain Papadum,3,3,6
3198,3849,30/11/2016 17:42,Plain Papadum,5,5,24
3199,3849,30/11/2016 17:42,Spicy Papadum,3,3,24
3200,3821,26/11/2016 19:04,Plain Papadum,3,3,10
3201,3818,26/11/2016 18:22,Plain Papadum,3,3,10
3202,3811,26/11/2016 16:54,Plain Papadum,1,1,4
3203,3792,24/11/2016 19:15,Plain Papadum,4,4,8
3204,3788,23/11/2016 19:32,Plain Papadum,3,3,10
3205,3787,23/11/2016 18:30,Plain Papadum,2,2,7
3206,3773,21/11/2016 18:54,Plain Papadum,2,2,9
3207,3769,21/11/2016 11:34,Plain Papadum,3,3,10
3208,3731,17/11/2016 21:15,Plain Papadum,2,2,4
3209,3718,16/11/2016 19:36,Plain Papadum,4,4,13
3210,3680,12/11/2016 18:57,Plain Papadum,2,2,8
3211,3678,12/11/2016 18:30,Plain Papadum,1,1,8
3212,3672,11/11/2016 19:17,Plain Papadum,2,2,5
3213,3664,10/11/2016 20:53,Plain Papadum,2,2,5
3214,3651,09/11/2016 17:29,Plain Papadum,8,8,9
3215,3641,07/11/2016 19:21,Spicy Papadum,1,1,7
3216,3630,06/11/2016 17:52,Spicy Papadum,2,2,5
3217,3619,05/11/2016 19:37,Plain Papadum,3,3,5
3218,3611,05/11/2016 18:02,Plain Papadum,1,1,8
3219,3601,04/11/2016 19:04,Plain Papadum,5,5,7
3220,3579,31/10/2016 21:43,Spicy Papadum,2,2,7
3221,3578,31/10/2016 21:02,Plain Papadum,2,2,9
3222,3568,30/10/2016 18:19,Plain Papadum,6,6,11
3223,3552,29/10/2016 17:45,Plain Papadum,4,4,7
3224,3547,29/10/2016 15:45,Plain Papadum,1,1,4
3225,3534,27/10/2016 19:39,Plain Papadum,6,6,16
3226,3532,27/10/2016 19:01,Spicy Papadum,1,1,6
3227,3528,26/10/2016 19:10,Plain Papadum,3,3,7
3228,3527,26/10/2016 17:19,Plain Papadum,6,6,6
3229,3524,25/10/2016 18:46,Plain Papadum,4,4,7
3230,3520,24/10/2016 20:18,Plain Papadum,1,1,8
3231,3512,23/10/2016 20:02,Plain Papadum,2,2,9
3232,3506,23/10/2016 18:00,Plain Papadum,4,4,9
3233,3496,22/10/2016 20:25,Plain Papadum,4,4,9
3234,3493,22/10/2016 19:53,Plain Papadum,2,2,9
3235,3486,22/10/2016 17:51,Plain Papadum,2,2,5
3236,3465,20/10/2016 17:57,Plain Papadum,4,4,5
3237,3462,19/10/2016 18:27,Plain Papadum,2,2,8
3238,3445,16/10/2016 19:14,Plain Papadum,4,4,7
3239,3443,16/10/2016 18:44,Plain Papadum,4,4,5
3240,3441,16/10/2016 18:35,Plain Papadum,2,2,7
3241,3438,16/10/2016 17:52,Plain Papadum,2,2,10
3242,3436,16/10/2016 16:32,Plain Papadum,3,3,6
3243,3422,15/10/2016 18:19,Plain Papadum,2,2,6
3244,3412,14/10/2016 20:32,Plain Papadum,2,2,7
3245,3399,14/10/2016 18:57,Plain Papadum,2,2,6
3246,3396,14/10/2016 18:31,Spicy Papadum,1,1,5
3247,3381,13/10/2016 18:17,Plain Papadum,3,3,7
3248,3343,08/10/2016 17:28,Plain Papadum,1,1,5
3249,3340,07/10/2016 21:55,Plain Papadum,4,4,9
3250,3332,07/10/2016 17:50,Plain Papadum,3,3,6
3251,3317,04/10/2016 19:08,Plain Papadum,4,4,7
3252,3307,02/10/2016 19:38,Plain Papadum,4,4,5
3253,3286,01/10/2016 18:28,Plain Papadum,4,4,8
3254,3283,01/10/2016 17:53,Plain Papadum,4,4,8
